"Username","Item_type","encoding","scored"
"m20290246","Critical Lure Control","read",1
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",0
"m20290246","Critical Lure Control","read",1
"m20290246","Critical Lure","read",1
"m20290246","Critical Lure","read",1
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",0
"m20290246","Critical Lure Control","read",1
"m20290246","Critical Lure Control","read",0
"m20290246","Critical Lure","read",0
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",1
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",1
"m20290246","Critical Lure Control","read",1
"m20290246","Critical Lure","read",0
"m20290246","Critical Lure","read",1
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",1
"m20290246","List Item Control","read",1
"m20290246","List Item Control","read",0
"m20290246","List Item Control","read",1
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",1
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"M20304460_DNI","Critical Lure Control","read",0
"M20304460_DNI","Critical Lure","read",0
"M20304460_DNI","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",1
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",1
"MaisieColvin","Critical Lure","read",0
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",0
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure Control","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure Control","read",1
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","Critical Lure Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","Critical Lure","read",1
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MaisieColvin","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","Critical Lure","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",1
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure","read",1
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure","read",1
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","Critical Lure","read",0
"MateGaal","List Item Control","read",1
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","Critical Lure","read",1
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure","read",0
"MateGaal","Critical Lure","read",1
"MateGaal","Critical Lure Control","read",0
"MateGaal","Critical Lure","read",1
"MateGaal","Critical Lure","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","List Item Control","read",0
"MateGaal","Critical Lure","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure","read",1
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure","read",1
"MeganLopez","Critical Lure","read",0
"MeganLopez","Critical Lure","read",1
"MeganLopez","Critical Lure","read",1
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",1
"MeganLopez","Critical Lure","read",0
"MeganLopez","Critical Lure","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",1
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure Control","read",1
"MeganLopez","Critical Lure Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","Critical Lure","read",0
"MeganLopez","List Item Control","read",0
"MeganLopez","List Item Control","read",0
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",0
"parismiller","Critical Lure","read",0
"parismiller","Critical Lure Control","read",1
"parismiller","Critical Lure","read",1
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","Critical Lure Control","read",1
"parismiller","Critical Lure","read",1
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure","read",1
"parismiller","Critical Lure","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",1
"parismiller","Critical Lure","read",1
"parismiller","Critical Lure","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","Critical Lure","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure","read",0
"parismiller","Critical Lure Control","read",1
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","Critical Lure Control","read",0
"parismiller","List Item Control","read",0
"parismiller","Critical Lure","read",1
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",0
"parismiller","List Item Control","read",1
"parismiller","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure Control","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","List Item Control","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",1
"SerenityLee","Critical Lure Control","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","List Item Control","read",0
"SerenityLee","Critical Lure","read",1
"SerenityLee","Critical Lure Control","read",1
"SerenityLee","Critical Lure","read",0
"SerenityLee","Critical Lure Control","read",0
"SerenityLee","Critical Lure","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","List Item Control","read",1
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure Control","read",1
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","Critical Lure","read",1
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","Critical Lure Control","read",1
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","Critical Lure","read",1
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",1
"TaniaThompson","List Item Control","read",0
"TaniaThompson","List Item Control","read",0
"TaniaThompson","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","Critical Lure","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","Critical Lure","read",1
"TarynSueltz","List Item Control","read",0
"TarynSueltz","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","Critical Lure","read",0
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure Control","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","Critical Lure","read",1
"WendyHernandez","List Item Control","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","Critical Lure Control","read",1
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","Critical Lure","read",0
"WendyHernandez","Critical Lure Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",0
"WendyHernandez","List Item Control","read",1
"WendyHernandez","List Item Control","read",1
"WendyHernandez","Critical Lure Control","read",1
"WendyHernandez","List Item Control","read",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",0
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",1
"AbigailTwilligear","List Item","item",0
"AbigailTwilligear","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",1
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",0
"ALEXISSWEARINGEN","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",0
"AlyssaWhite","List Item","item",0
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",0
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",0
"AlyssaWhite","List Item","item",1
"AlyssaWhite","List Item","item",1
"AlyzaMorales","List Item","item",0
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",0
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",0
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",0
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",1
"AlyzaMorales","List Item","item",0
"AlyzaMorales","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AnaLozano","List Item","item",1
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",0
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",1
"AriannaShorey","List Item","item",0
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",0
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",0
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"AustinLewis","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",0
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",0
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"BelenHernandez","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",0
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",0
"CendyGodoy","List Item","item",0
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",1
"CendyGodoy","List Item","item",0
"CendyGodoy","List Item","item",1
"ChaseGay","List Item","item",1
"ChaseGay","List Item","item",1
"ChaseGay","List Item","item",0
"ChaseGay","List Item","item",0
"ChaseGay","List Item","item",1
"ChaseGay","List Item","item",1
