Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle,
0,Instruct,User,10,"Your memory will now be tested. You will be presented with a series of words. If the word on the screen was previously studied, please select YES. If the word was not studied, select NO. PLEASE DO NOT SKIP ITEMS! Click next when you are ready to begin.",,,
122,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
123,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
124,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
125,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
126,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
127,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
128,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
129,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
130,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
131,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
132,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
133,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
134,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
135,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
136,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
137,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
138,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
139,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
140,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
141,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
142,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
143,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
144,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
145,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
146,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
147,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
148,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
149,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
150,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
151,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
152,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
153,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
154,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
155,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
156,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
157,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
158,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
159,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
160,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
161,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
162,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
163,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
164,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
165,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
166,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
167,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
168,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
169,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
170,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
171,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
172,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
173,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
174,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
175,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
176,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
177,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
178,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
179,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
180,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
181,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
182,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
183,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
184,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
185,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
186,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
187,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
188,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
189,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
190,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
191,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
192,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
193,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
194,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
195,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
196,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
197,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
198,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
199,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
200,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
201,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct7,
0,Instruct,User,-,The following screen will ask you a few questions abour your experience today. You must complete these questions to receive credit.,,Instruct8,
