Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle,
0,Instruct,User,10,"Your memory will now be tested. You will be presented with a series of words. If the word on the screen was previously studied, please select YES. If the word was not studied, select NO. PLEASE DO NOT SKIP ITEMS! Click next when you are ready to begin.",,,
122,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
123,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
124,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
125,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
126,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
127,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
128,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
129,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
130,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
131,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
132,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
133,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
134,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
135,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
136,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
137,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
138,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
139,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
140,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
141,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
142,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
143,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
144,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
145,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
146,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
147,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
148,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
149,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
150,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
151,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::5
152,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
153,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
154,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
155,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
156,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
157,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
158,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
159,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
160,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
161,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::5
162,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
163,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
164,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
165,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
166,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
167,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
168,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
169,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
170,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
171,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
172,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
173,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
174,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
175,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
176,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
177,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
178,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
179,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
180,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
181,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
182,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
183,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
184,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
185,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
186,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
187,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
188,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::5
189,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
190,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
191,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::5
192,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::5
193,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::5
194,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::5
195,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::5
196,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::5
197,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::5
198,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::5
199,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::5
200,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::5
201,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::5
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct7,
0,Instruct,User,-,The following screen will ask you a few questions abour your experience today. You must complete these questions to receive credit.,,Instruct8,
