Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle,
92,Study,8,8,,Bread,B7,
93,Study,8,8,,Bread,B8,
94,Study,8,8,,Bread,B9,
95,Study,8,8,,Bread,B10,
96,Study,8,8,,Bread,B11,
97,Study,8,8,,Bread,B12,
0,Instruct,User,3,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST,
98,Study,8,8,,Flag,F1,
99,Study,8,8,,Flag,F2,
100,Study,8,8,,Flag,F3,
101,Study,8,8,,Flag,F4,
102,Study,8,8,,Flag,F5,
103,Study,8,8,,Flag,F6,
104,Study,8,8,,Flag,F7,
105,Study,8,8,,Flag,F8,
106,Study,8,8,,Flag,F9,
107,Study,8,8,,Flag,F10,
108,Study,8,8,,Flag,F11,
109,Study,8,8,,Flag,F12,
0,Instruct,User,3,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST,
110,Study,8,8,,Shirt,SS1,
111,Study,8,8,,Shirt,SS2,
112,Study,8,8,,Shirt,SS3,
113,Study,8,8,,Shirt,SS4,
114,Study,8,8,,Shirt,SS5,
115,Study,8,8,,Shirt,SS6,
116,Study,8,8,,Shirt,SS7,
117,Study,8,8,,Shirt,SS8,
118,Study,8,8,,Shirt,SS9,
119,Study,8,8,,Shirt,SS10,
120,Study,8,8,,Shirt,SS11,
121,Study,8,8,,Shirt,SS12,
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166,
0,FreeRecall,60,60,"Please type as many words as you can that begin with the letter ""C"". The computer will automatically advance to the next screen in 60 seconds.",,FILLER,
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166,
0,Instruct,User,10,"Your memory will now be tested. You will be presented with a series of words. If the word on the screen was previously studied, please select YES. If the word was not studied, select NO.  PLEASE DO NOT SKIP ITEMS! Click next when you are ready to begin.",,Instruct_stuff,
122,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
123,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
124,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
125,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
126,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
127,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
128,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
129,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
130,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
131,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
132,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
133,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
134,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
135,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
136,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
137,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
138,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
139,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
140,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
141,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
142,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
143,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
144,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
145,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
146,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
147,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
148,Likert,User,1,Was this item previously studied? ,List Item Sans F,Recog,1::2
149,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
150,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
151,Likert,User,1,Was this item previously studied? ,List Item Standard F,Recog,1::2
152,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
153,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
154,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
155,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
156,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
157,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
158,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
159,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
160,Likert,User,1,Was this item previously studied? ,Critical Lure Sans F,Recog,1::2
161,Likert,User,1,Was this item previously studied? ,Critical Lure Standard F,Recog,1::2
162,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
163,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
164,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
165,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
166,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
167,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
168,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
169,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
170,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
171,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
172,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
173,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
174,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
175,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
176,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
177,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
178,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
179,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
180,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
181,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
182,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
183,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
184,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
185,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
186,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
187,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
188,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
189,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
190,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
191,Likert,User,1,Was this item previously studied? ,List Item Control,Recog,1::2
192,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
193,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
194,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
195,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
196,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
197,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
198,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
199,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
200,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
201,Likert,User,1,Was this item previously studied? ,Critical Lure Control,Recog,1::2
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct7,
0,Instruct,User,-,The following screen will ask you a few questions abour your experience today. You must complete these questions to receive credit.,,Instruct8,
